week,mean,perc_75,perc_25,Estado
25,2.5,4.75,1.25,MG
26,1.5,3.75,0.25,MG
27,3.0,4.75,1.25,MG
28,3.5,4.75,2.0,MG
29,2.0,3.0,0.25,MG
30,2.0,3.0,1.0,MG
31,2.5,4.0,1.0,MG
32,1.5,3.5,0.0,MG
33,1.0,1.0,0.0,MG
34,1.0,1.75,0.0,MG
35,1.0,1.75,0.25,MG
36,1.0,1.75,0.25,MG
37,1.0,1.0,0.0,MG
38,0.5,2.0,0.0,MG
39,1.0,2.0,0.0,MG
40,0.0,1.0,0.0,MG
41,0.0,1.0,0.0,MG
42,1.0,1.75,1.0,MG
43,1.0,1.0,0.0,MG
44,0.0,1.0,0.0,MG
45,1.0,1.0,0.0,MG
46,0.0,0.0,0.0,MG
47,0.0,1.0,0.0,MG
48,1.0,1.0,0.0,MG
49,0.0,0.0,0.0,MG
50,0.0,0.0,0.0,MG
51,0.0,1.0,0.0,MG
52,0.0,0.0,0.0,MG
53,0.0,0.0,0.0,MG
1,2.0,2.0,1.0,SP
2,0.0,1.0,0.0,SP
3,1.0,2.0,0.0,SP
4,1.0,2.0,1.0,SP
5,1.0,2.0,1.0,SP
6,1.5,2.0,1.0,SP
7,1.0,1.75,0.0,SP
8,1.0,1.75,0.0,SP
9,1.5,3.0,1.0,SP
10,1.0,3.75,0.0,SP
11,1.0,2.0,0.25,SP
12,1.0,1.75,1.0,SP
13,1.0,2.0,0.25,SP
14,1.0,1.75,0.25,SP
15,1.5,4.5,1.0,SP
16,0.5,2.5,0.0,SP
17,3.0,6.5,1.0,SP
18,4.5,14.0,2.25,SP
19,3.0,9.75,2.0,SP
20,2.5,11.0,1.0,SP
21,2.0,14.25,1.0,SP
22,2.5,12.0,1.25,SP
23,2.5,8.5,2.0,SP
24,4.0,9.0,2.25,SP
25,3.5,8.5,2.0,SP
26,3.0,10.0,2.0,SP
27,3.0,7.25,2.0,SP
28,3.5,7.5,1.0,SP
29,5.5,10.75,1.25,SP
30,4.0,9.5,2.25,SP
31,3.0,7.25,2.25,SP
32,2.5,6.0,1.0,SP
33,3.5,4.75,1.0,SP
34,2.5,4.75,1.0,SP
35,3.5,4.75,0.5,SP
36,2.0,3.75,0.25,SP
37,2.0,2.75,1.0,SP
38,1.5,2.75,1.0,SP
39,1.5,3.75,0.25,SP
40,1.0,2.75,1.0,SP
41,1.5,2.0,0.0,SP
42,2.0,2.75,0.25,SP
43,2.5,3.75,1.25,SP
44,3.0,3.0,3.0,SP
45,0.5,2.5,0.0,SP
46,1.0,3.0,1.0,SP
47,1.0,1.75,1.0,SP
48,2.0,2.75,1.0,SP
49,1.0,2.0,1.0,SP
50,1.0,2.0,0.0,SP
51,1.5,2.0,1.0,SP
52,1.0,2.0,0.0,SP
53,1.5,1.75,1.25,SP
1,0.0,0.0,0.0,RJ
2,0.0,0.0,0.0,RJ
3,0.0,0.0,0.0,RJ
4,0.0,1.0,0.0,RJ
5,0.0,0.0,0.0,RJ
6,0.0,1.0,0.0,RJ
7,0.0,0.75,0.0,RJ
8,0.0,0.0,0.0,RJ
9,0.0,0.0,0.0,RJ
10,0.0,0.75,0.0,RJ
11,0.0,1.0,0.0,RJ
12,0.0,1.0,0.0,RJ
13,0.0,0.0,0.0,RJ
14,0.0,0.75,0.0,RJ
15,0.5,1.0,0.0,RJ
16,0.0,0.0,0.0,RJ
17,1.0,1.0,0.0,RJ
18,0.0,1.75,0.0,RJ
19,0.0,0.75,0.0,RJ
20,0.5,1.0,0.0,RJ
21,0.5,1.0,0.0,RJ
22,1.0,1.0,0.0,RJ
23,0.0,1.0,0.0,RJ
24,0.5,1.75,0.0,RJ
25,0.0,1.0,0.0,RJ
26,0.5,1.0,0.0,RJ
27,0.0,0.0,0.0,RJ
28,0.5,1.0,0.0,RJ
29,0.0,1.0,0.0,RJ
30,0.5,1.0,0.0,RJ
31,0.0,1.0,0.0,RJ
32,0.0,0.75,0.0,RJ
33,1.0,1.0,0.25,RJ
34,0.5,1.0,0.0,RJ
35,0.5,2.75,0.0,RJ
36,0.0,1.0,0.0,RJ
37,0.0,0.75,0.0,RJ
38,0.0,0.75,0.0,RJ
39,0.0,0.0,0.0,RJ
40,0.0,1.0,0.0,RJ
41,0.0,0.0,0.0,RJ
42,0.0,0.0,0.0,RJ
43,0.0,0.0,0.0,RJ
44,0.0,0.75,0.0,RJ
45,0.0,0.75,0.0,RJ
46,0.0,0.0,0.0,RJ
47,0.0,1.0,0.0,RJ
48,0.0,0.75,0.0,RJ
49,0.0,0.0,0.0,RJ
50,0.0,1.0,0.0,RJ
51,0.0,0.0,0.0,RJ
52,0.0,0.0,0.0,RJ
53,0.0,0.0,0.0,RJ
1,0.0,0.0,0.0,SE
2,0.0,0.0,0.0,SE
3,0.0,0.0,0.0,SE
4,0.0,0.0,0.0,SE
5,0.0,0.0,0.0,SE
6,0.0,0.0,0.0,SE
7,0.0,0.0,0.0,SE
8,0.0,0.0,0.0,SE
9,0.0,0.0,0.0,SE
10,0.0,0.0,0.0,SE
11,0.0,0.0,0.0,SE
12,0.0,0.0,0.0,SE
13,0.0,0.0,0.0,SE
14,0.0,0.0,0.0,SE
15,0.0,1.0,0.0,SE
16,0.0,0.0,0.0,SE
17,0.0,0.0,0.0,SE
18,0.0,0.0,0.0,SE
19,0.0,0.0,0.0,SE
20,0.0,0.0,0.0,SE
21,0.0,0.75,0.0,SE
22,0.0,0.0,0.0,SE
23,0.5,1.0,0.0,SE
24,0.0,0.0,0.0,SE
25,0.0,0.0,0.0,SE
26,0.0,1.0,0.0,SE
27,0.0,0.0,0.0,SE
28,0.0,0.0,0.0,SE
29,0.0,0.0,0.0,SE
30,0.0,0.0,0.0,SE
31,0.0,0.0,0.0,SE
32,0.0,0.0,0.0,SE
33,0.0,0.0,0.0,SE
34,0.0,0.0,0.0,SE
35,0.0,0.0,0.0,SE
36,0.0,0.0,0.0,SE
37,0.0,0.0,0.0,SE
38,0.0,0.0,0.0,SE
39,0.0,0.0,0.0,SE
40,0.0,0.0,0.0,SE
41,0.0,0.0,0.0,SE
42,0.0,0.0,0.0,SE
43,0.0,0.0,0.0,SE
44,0.0,0.0,0.0,SE
45,0.0,0.0,0.0,SE
46,0.0,0.0,0.0,SE
47,0.0,0.0,0.0,SE
48,0.0,0.0,0.0,SE
49,0.0,0.0,0.0,SE
50,0.0,0.0,0.0,SE
51,0.0,0.0,0.0,SE
52,0.0,0.0,0.0,SE
53,0.0,0.0,0.0,SE
1,0.0,0.0,0.0,DF
2,0.0,0.0,0.0,DF
3,0.0,0.0,0.0,DF
4,0.0,0.0,0.0,DF
5,0.0,0.0,0.0,DF
6,0.0,0.0,0.0,DF
7,0.0,0.0,0.0,DF
8,0.0,0.0,0.0,DF
9,0.0,0.0,0.0,DF
10,0.0,0.0,0.0,DF
11,0.0,0.0,0.0,DF
12,0.0,0.0,0.0,DF
13,0.0,0.0,0.0,DF
14,0.0,0.0,0.0,DF
15,0.0,0.0,0.0,DF
16,0.0,0.0,0.0,DF
17,0.0,0.0,0.0,DF
18,0.0,0.0,0.0,DF
19,0.0,0.0,0.0,DF
20,0.0,0.0,0.0,DF
21,0.0,0.0,0.0,DF
22,0.0,0.0,0.0,DF
23,0.0,0.0,0.0,DF
24,0.0,1.0,0.0,DF
25,0.0,1.0,0.0,DF
26,0.0,1.0,0.0,DF
27,0.0,0.0,0.0,DF
28,0.0,0.0,0.0,DF
29,0.0,0.0,0.0,DF
30,0.0,1.0,0.0,DF
31,0.0,0.0,0.0,DF
32,0.0,0.0,0.0,DF
33,0.0,0.0,0.0,DF
34,0.0,0.0,0.0,DF
35,0.0,0.0,0.0,DF
36,0.0,0.0,0.0,DF
37,0.0,0.0,0.0,DF
38,0.0,0.0,0.0,DF
39,0.0,0.0,0.0,DF
40,0.0,0.0,0.0,DF
41,0.0,0.0,0.0,DF
42,0.0,0.0,0.0,DF
43,0.0,0.0,0.0,DF
44,0.0,0.0,0.0,DF
45,0.0,0.0,0.0,DF
46,0.0,0.0,0.0,DF
47,0.0,0.0,0.0,DF
48,0.0,0.0,0.0,DF
49,0.0,0.0,0.0,DF
50,0.0,0.0,0.0,DF
51,0.0,0.0,0.0,DF
52,0.0,0.0,0.0,DF
53,0.0,0.0,0.0,DF
1,0.0,0.0,0.0,MS
2,0.0,0.0,0.0,MS
3,0.0,0.0,0.0,MS
4,0.0,0.0,0.0,MS
5,0.0,0.0,0.0,MS
6,0.0,0.0,0.0,MS
7,0.0,0.0,0.0,MS
8,0.0,0.0,0.0,MS
9,0.0,0.0,0.0,MS
10,0.0,0.0,0.0,MS
11,0.0,0.0,0.0,MS
12,0.0,0.75,0.0,MS
13,0.0,0.0,0.0,MS
14,0.0,0.75,0.0,MS
15,0.0,0.75,0.0,MS
16,0.0,1.0,0.0,MS
17,0.0,0.75,0.0,MS
18,0.0,1.0,0.0,MS
19,0.0,0.0,0.0,MS
20,0.0,0.75,0.0,MS
21,0.0,0.0,0.0,MS
22,0.5,1.75,0.0,MS
23,0.5,1.0,0.0,MS
24,1.0,1.0,0.0,MS
25,0.0,0.75,0.0,MS
26,0.0,0.0,0.0,MS
27,0.5,1.0,0.0,MS
28,0.0,1.75,0.0,MS
29,0.5,1.0,0.0,MS
30,0.0,1.0,0.0,MS
31,0.0,0.0,0.0,MS
32,0.5,1.0,0.0,MS
33,0.5,1.0,0.0,MS
34,0.5,1.0,0.0,MS
35,0.5,1.0,0.0,MS
36,0.5,1.0,0.0,MS
37,0.0,0.75,0.0,MS
38,0.0,0.75,0.0,MS
39,0.0,0.0,0.0,MS
40,0.0,0.0,0.0,MS
41,0.0,0.75,0.0,MS
42,0.0,0.0,0.0,MS
43,0.0,0.0,0.0,MS
44,0.0,0.0,0.0,MS
45,0.0,0.0,0.0,MS
46,0.0,0.0,0.0,MS
47,0.0,0.0,0.0,MS
48,0.0,0.0,0.0,MS
49,0.0,0.0,0.0,MS
50,0.0,0.0,0.0,MS
51,0.0,0.0,0.0,MS
52,0.0,0.0,0.0,MS
53,0.5,0.75,0.25,MS
1,1.0,1.0,0.0,PA
2,1.0,1.0,0.0,PA
3,0.0,1.0,0.0,PA
4,0.0,0.0,0.0,PA
5,0.0,1.0,0.0,PA
6,0.0,1.0,0.0,PA
7,0.0,0.0,0.0,PA
8,0.0,0.0,0.0,PA
9,0.5,1.0,0.0,PA
10,0.0,0.75,0.0,PA
11,0.5,1.0,0.0,PA
12,1.0,1.75,0.0,PA
13,1.0,1.0,0.0,PA
14,0.5,2.5,0.0,PA
15,0.5,2.0,0.0,PA
16,2.0,2.75,1.0,PA
17,1.5,2.0,1.0,PA
18,2.0,2.0,1.0,PA
19,1.0,1.75,0.0,PA
20,1.0,1.0,1.0,PA
21,0.5,2.0,0.0,PA
22,1.0,1.75,0.0,PA
23,0.5,1.0,0.0,PA
24,0.0,1.0,0.0,PA
25,0.0,1.0,0.0,PA
26,1.0,1.75,0.0,PA
27,1.0,1.75,0.0,PA
28,0.0,1.0,0.0,PA
29,1.0,1.0,0.0,PA
30,0.0,0.0,0.0,PA
31,1.0,1.0,0.0,PA
32,0.0,0.0,0.0,PA
33,0.0,0.0,0.0,PA
34,0.5,1.0,0.0,PA
35,0.0,0.0,0.0,PA
36,0.0,1.0,0.0,PA
37,0.0,0.0,0.0,PA
38,0.0,1.0,0.0,PA
39,0.0,0.0,0.0,PA
40,1.0,1.0,1.0,PA
41,1.0,1.0,1.0,PA
42,0.0,0.75,0.0,PA
43,0.0,0.75,0.0,PA
44,0.0,0.0,0.0,PA
45,0.0,0.0,0.0,PA
46,0.0,1.0,0.0,PA
47,0.0,0.75,0.0,PA
48,0.0,0.0,0.0,PA
49,0.0,0.75,0.0,PA
50,1.0,1.0,0.25,PA
51,0.0,0.75,0.0,PA
52,0.0,1.0,0.0,PA
53,0.5,0.75,0.25,PA
1,0.0,0.0,0.0,PE
2,0.0,0.0,0.0,PE
3,0.0,0.0,0.0,PE
4,0.0,0.0,0.0,PE
5,0.0,0.0,0.0,PE
6,0.0,0.0,0.0,PE
7,0.0,0.0,0.0,PE
8,0.0,0.0,0.0,PE
9,0.0,0.75,0.0,PE
10,0.0,0.75,0.0,PE
11,0.0,1.0,0.0,PE
12,0.0,1.0,0.0,PE
13,0.0,0.75,0.0,PE
14,0.0,0.0,0.0,PE
15,0.0,0.75,0.0,PE
16,0.0,1.0,0.0,PE
17,0.5,1.0,0.0,PE
18,0.5,1.0,0.0,PE
19,1.0,1.0,0.0,PE
20,0.0,1.0,0.0,PE
21,0.0,0.0,0.0,PE
22,0.5,1.0,0.0,PE
23,0.0,1.0,0.0,PE
24,0.5,1.0,0.0,PE
25,0.5,1.0,0.0,PE
26,0.0,0.75,0.0,PE
27,0.0,0.75,0.0,PE
28,0.0,0.0,0.0,PE
29,0.0,0.0,0.0,PE
30,0.0,1.0,0.0,PE
31,1.0,1.0,0.0,PE
32,0.0,0.0,0.0,PE
33,0.0,0.0,0.0,PE
34,0.0,0.0,0.0,PE
35,0.0,0.75,0.0,PE
36,0.0,0.0,0.0,PE
37,0.0,0.0,0.0,PE
38,0.0,0.0,0.0,PE
39,0.0,0.0,0.0,PE
40,0.0,0.0,0.0,PE
41,0.0,0.0,0.0,PE
42,0.0,0.0,0.0,PE
43,0.0,1.0,0.0,PE
44,0.0,1.0,0.0,PE
45,0.0,0.0,0.0,PE
46,0.0,0.75,0.0,PE
47,0.0,0.0,0.0,PE
48,0.0,0.0,0.0,PE
49,0.0,0.0,0.0,PE
50,0.0,0.75,0.0,PE
51,0.0,0.0,0.0,PE
52,0.0,1.0,0.0,PE
53,0.0,0.0,0.0,PE
1,0.0,0.0,0.0,AC
2,0.0,0.0,0.0,AC
3,0.0,0.0,0.0,AC
4,0.0,0.0,0.0,AC
5,0.0,0.0,0.0,AC
6,0.0,0.0,0.0,AC
7,0.0,0.0,0.0,AC
8,0.0,0.0,0.0,AC
9,0.0,0.0,0.0,AC
10,0.0,0.0,0.0,AC
11,0.0,0.0,0.0,AC
12,0.0,0.0,0.0,AC
13,0.0,0.75,0.0,AC
14,0.0,0.0,0.0,AC
15,0.0,0.0,0.0,AC
16,0.0,0.0,0.0,AC
17,0.0,0.0,0.0,AC
18,0.0,0.0,0.0,AC
19,0.0,0.0,0.0,AC
20,0.0,0.0,0.0,AC
21,0.0,0.0,0.0,AC
22,0.0,0.0,0.0,AC
23,0.0,0.0,0.0,AC
24,0.0,0.0,0.0,AC
25,0.0,0.0,0.0,AC
26,0.0,0.75,0.0,AC
27,0.0,0.0,0.0,AC
28,0.0,0.0,0.0,AC
29,0.0,0.0,0.0,AC
30,0.0,0.0,0.0,AC
31,0.0,0.0,0.0,AC
32,0.0,0.0,0.0,AC
33,0.0,0.0,0.0,AC
34,0.0,0.0,0.0,AC
35,0.0,0.0,0.0,AC
36,0.0,0.0,0.0,AC
37,0.0,0.0,0.0,AC
38,0.0,0.0,0.0,AC
39,0.0,0.0,0.0,AC
40,0.0,0.0,0.0,AC
41,0.0,0.0,0.0,AC
42,0.0,0.0,0.0,AC
43,0.0,0.0,0.0,AC
44,0.0,0.75,0.0,AC
45,0.0,0.0,0.0,AC
46,0.0,0.0,0.0,AC
47,0.0,0.0,0.0,AC
48,0.0,0.0,0.0,AC
49,0.0,0.0,0.0,AC
50,0.0,0.0,0.0,AC
51,0.0,0.0,0.0,AC
52,0.0,0.0,0.0,AC
53,0.0,0.0,0.0,AC
1,0.0,0.0,0.0,RO
2,0.0,0.0,0.0,RO
3,0.0,0.0,0.0,RO
4,0.0,0.0,0.0,RO
5,0.0,0.0,0.0,RO
6,0.0,0.0,0.0,RO
7,0.0,0.0,0.0,RO
8,0.0,0.0,0.0,RO
9,0.0,0.0,0.0,RO
10,0.0,0.0,0.0,RO
11,0.0,0.0,0.0,RO
12,0.0,0.0,0.0,RO
13,0.0,0.0,0.0,RO
14,0.0,0.0,0.0,RO
15,0.0,0.0,0.0,RO
16,0.0,0.0,0.0,RO
17,0.0,0.0,0.0,RO
18,0.0,0.0,0.0,RO
19,0.0,0.0,0.0,RO
20,0.0,0.0,0.0,RO
21,0.0,0.0,0.0,RO
22,0.0,0.0,0.0,RO
23,0.0,0.0,0.0,RO
24,0.0,0.0,0.0,RO
25,0.0,0.0,0.0,RO
26,0.0,0.0,0.0,RO
27,0.0,0.0,0.0,RO
28,0.0,0.0,0.0,RO
29,0.0,0.0,0.0,RO
30,0.0,0.0,0.0,RO
31,0.0,0.0,0.0,RO
32,0.0,0.0,0.0,RO
33,0.0,0.0,0.0,RO
34,0.0,0.0,0.0,RO
35,0.0,0.0,0.0,RO
36,0.0,0.0,0.0,RO
37,0.0,0.0,0.0,RO
38,0.0,0.0,0.0,RO
39,0.0,0.0,0.0,RO
40,0.0,0.0,0.0,RO
41,0.0,0.0,0.0,RO
42,0.0,0.0,0.0,RO
43,0.0,0.0,0.0,RO
44,0.0,0.0,0.0,RO
45,0.0,0.0,0.0,RO
46,0.0,0.0,0.0,RO
47,0.0,0.0,0.0,RO
48,0.0,0.0,0.0,RO
49,0.0,0.0,0.0,RO
50,0.0,0.0,0.0,RO
51,0.0,0.0,0.0,RO
52,0.0,0.0,0.0,RO
53,0.0,0.0,0.0,RO
1,0.0,0.0,0.0,SC
2,0.0,1.0,0.0,SC
3,0.0,1.0,0.0,SC
4,0.0,0.0,0.0,SC
5,0.0,0.0,0.0,SC
6,0.0,1.0,0.0,SC
7,0.0,0.0,0.0,SC
8,0.0,0.0,0.0,SC
9,0.0,1.0,0.0,SC
10,0.0,1.0,0.0,SC
11,0.0,1.0,0.0,SC
12,0.5,1.75,0.0,SC
13,0.0,0.75,0.0,SC
14,0.0,0.0,0.0,SC
15,0.5,1.0,0.0,SC
16,0.0,0.0,0.0,SC
17,1.0,2.0,0.25,SC
18,1.0,2.0,0.25,SC
19,1.0,1.75,0.0,SC
20,1.5,2.0,0.25,SC
21,1.0,2.0,0.0,SC
22,1.0,2.5,1.0,SC
23,1.0,2.0,0.0,SC
24,1.0,2.0,0.25,SC
25,1.0,1.75,1.0,SC
26,1.0,3.5,0.25,SC
27,1.0,3.5,1.0,SC
28,2.0,3.75,1.0,SC
29,2.5,4.0,0.0,SC
30,2.0,3.0,1.0,SC
31,1.5,3.75,1.0,SC
32,0.5,2.75,0.0,SC
33,1.0,1.75,1.0,SC
34,1.0,1.75,0.0,SC
35,1.0,2.0,1.0,SC
36,0.5,2.0,0.0,SC
37,0.5,1.75,0.0,SC
38,0.0,1.0,0.0,SC
39,0.5,1.75,0.0,SC
40,0.0,2.5,0.0,SC
41,0.5,1.0,0.0,SC
42,0.5,1.0,0.0,SC
43,1.0,1.0,0.25,SC
44,0.0,1.0,0.0,SC
45,0.0,0.0,0.0,SC
46,0.0,0.0,0.0,SC
47,0.0,0.0,0.0,SC
48,0.0,0.0,0.0,SC
49,0.0,0.0,0.0,SC
50,0.0,1.0,0.0,SC
51,1.0,1.75,0.25,SC
52,0.0,0.75,0.0,SC
53,0.0,0.0,0.0,SC
1,0.0,1.0,0.0,BA
2,0.0,0.0,0.0,BA
3,0.0,1.0,0.0,BA
4,0.0,0.0,0.0,BA
5,0.0,0.0,0.0,BA
6,0.0,0.0,0.0,BA
7,0.0,0.0,0.0,BA
8,0.0,0.0,0.0,BA
9,0.0,0.0,0.0,BA
10,0.0,0.0,0.0,BA
11,0.0,1.0,0.0,BA
12,0.0,0.0,0.0,BA
13,0.0,0.0,0.0,BA
14,0.5,1.0,0.0,BA
15,0.0,0.75,0.0,BA
16,1.0,1.0,0.0,BA
17,0.0,0.75,0.0,BA
18,0.0,1.0,0.0,BA
19,0.0,1.0,0.0,BA
20,0.0,0.75,0.0,BA
21,0.0,1.0,0.0,BA
22,0.0,0.0,0.0,BA
23,0.0,1.0,0.0,BA
24,0.5,2.0,0.0,BA
25,0.5,1.0,0.0,BA
26,0.0,1.0,0.0,BA
27,1.0,1.75,0.0,BA
28,0.5,1.0,0.0,BA
29,1.0,1.0,0.0,BA
30,0.0,0.0,0.0,BA
31,0.0,0.75,0.0,BA
32,1.0,1.0,0.0,BA
33,0.5,1.0,0.0,BA
34,0.0,1.0,0.0,BA
35,1.0,1.0,0.0,BA
36,0.0,1.0,0.0,BA
37,0.0,1.0,0.0,BA
38,0.0,0.75,0.0,BA
39,0.0,0.0,0.0,BA
40,1.0,1.0,0.0,BA
41,0.0,1.0,0.0,BA
42,0.0,1.0,0.0,BA
43,0.5,1.0,0.0,BA
44,0.0,0.0,0.0,BA
45,0.0,1.0,0.0,BA
46,0.0,0.0,0.0,BA
47,0.0,0.0,0.0,BA
48,0.0,0.0,0.0,BA
49,0.0,0.0,0.0,BA
50,0.0,1.0,0.0,BA
51,0.0,1.0,0.0,BA
52,0.0,1.0,0.0,BA
53,0.5,0.75,0.25,BA
1,0.0,0.0,0.0,TO
2,0.0,0.0,0.0,TO
3,0.0,0.0,0.0,TO
4,0.0,1.0,0.0,TO
5,0.0,0.75,0.0,TO
6,0.0,0.0,0.0,TO
7,0.0,0.0,0.0,TO
8,0.0,0.0,0.0,TO
9,0.0,0.0,0.0,TO
10,0.0,0.0,0.0,TO
11,0.0,0.0,0.0,TO
12,0.0,0.0,0.0,TO
13,0.0,0.0,0.0,TO
14,0.0,1.0,0.0,TO
15,0.0,0.0,0.0,TO
16,0.0,1.0,0.0,TO
17,0.0,0.0,0.0,TO
18,0.0,0.0,0.0,TO
19,0.0,0.75,0.0,TO
20,0.0,0.0,0.0,TO
21,0.0,0.0,0.0,TO
22,0.0,0.0,0.0,TO
23,0.0,0.0,0.0,TO
24,0.0,0.0,0.0,TO
25,0.0,0.0,0.0,TO
26,0.0,0.0,0.0,TO
27,0.0,0.0,0.0,TO
28,0.0,0.0,0.0,TO
29,0.0,0.0,0.0,TO
30,0.0,0.0,0.0,TO
31,0.0,0.0,0.0,TO
32,0.0,1.0,0.0,TO
33,0.0,0.0,0.0,TO
34,0.0,0.0,0.0,TO
35,0.0,0.0,0.0,TO
36,0.0,0.75,0.0,TO
37,0.0,0.0,0.0,TO
38,0.0,0.0,0.0,TO
39,0.0,0.0,0.0,TO
40,0.0,0.0,0.0,TO
41,0.0,0.0,0.0,TO
42,0.0,0.0,0.0,TO
43,0.0,1.0,0.0,TO
44,0.0,0.0,0.0,TO
45,0.5,1.0,0.0,TO
46,0.0,0.0,0.0,TO
47,0.0,0.0,0.0,TO
48,0.0,0.0,0.0,TO
49,0.0,0.0,0.0,TO
50,0.0,0.75,0.0,TO
51,0.0,0.0,0.0,TO
52,0.0,0.0,0.0,TO
53,0.5,0.75,0.25,TO
1,0.0,0.0,0.0,MT
2,0.0,0.0,0.0,MT
3,0.0,0.0,0.0,MT
4,0.0,0.0,0.0,MT
5,0.0,0.0,0.0,MT
6,0.0,0.0,0.0,MT
7,0.0,0.0,0.0,MT
8,0.0,0.0,0.0,MT
9,0.0,1.0,0.0,MT
10,0.0,0.0,0.0,MT
11,0.0,1.0,0.0,MT
12,0.0,0.0,0.0,MT
13,0.0,0.0,0.0,MT
14,1.0,1.0,0.0,MT
15,0.0,1.0,0.0,MT
16,0.0,1.0,0.0,MT
17,0.0,1.0,0.0,MT
18,0.0,2.0,0.0,MT
19,0.0,0.0,0.0,MT
20,0.0,1.0,0.0,MT
21,0.0,0.0,0.0,MT
22,0.0,1.0,0.0,MT
23,0.0,0.0,0.0,MT
24,0.0,0.0,0.0,MT
25,0.0,1.0,0.0,MT
26,0.0,0.0,0.0,MT
27,0.0,0.0,0.0,MT
28,0.0,0.0,0.0,MT
29,0.0,0.0,0.0,MT
30,0.0,0.0,0.0,MT
31,0.0,0.0,0.0,MT
32,0.0,1.0,0.0,MT
33,0.0,0.0,0.0,MT
34,0.0,0.0,0.0,MT
35,0.0,0.0,0.0,MT
36,0.0,0.0,0.0,MT
37,0.0,0.0,0.0,MT
38,0.0,0.75,0.0,MT
39,0.0,0.75,0.0,MT
40,0.0,0.0,0.0,MT
41,0.0,0.75,0.0,MT
42,0.0,0.0,0.0,MT
43,0.0,0.75,0.0,MT
44,0.0,0.0,0.0,MT
45,0.0,0.75,0.0,MT
46,0.0,0.0,0.0,MT
47,0.0,0.0,0.0,MT
48,0.0,0.0,0.0,MT
49,0.0,0.0,0.0,MT
50,0.0,0.0,0.0,MT
51,0.0,0.0,0.0,MT
52,0.0,0.0,0.0,MT
53,0.5,0.75,0.25,MT
